SL,ID,Department,Section,Line,Designation
418,1000418,Production,Production (Worker),Finishing,Jr.Packer
419,1000419,Production,Production (Worker),Finishing,Jr.Finishing Operator
420,1000420,Production,Production (Worker),Finishing,Jr.Fini. Iron Man
421,1000421,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
422,1000422,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
423,1000423,Production,Production (Worker),Finishing,Finishing Quality Ins.
424,1000424,Production,Production (Worker),Finishing,Finishing Assistant
425,1000425,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
426,1000426,Production,Production (Worker),Line-B,G.Sw.Mc.Operator
427,1000427,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
428,1000428,Production,Production (Worker),Line-C,G.Sw.Mc.Operator
429,1000429,Production,Production (Worker),Line-C,G.Sw.Mc.Operator
430,1000430,Production,Production (Worker),Finishing,Jr.Packer
431,1000431,Production,Production (Worker),Line-F,Jr.Operator
432,1000432,Human Resource,Human Resource,General,Cleaner
433,1000433,Industrial Engineer,Industrial Engineer,Industrial Engineer,"In-Charge, I.E."
434,1000434,Industrial Engineer,Industrial Engineer,Industrial Engineer,I.E.Executive
435,1000435,Production,Production (Worker),Line-B,G.Sw.Mc.Operator
436,1000436,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
437,1000437,Production,Production (Worker),Cutting,Cutting Assistant
438,1000438,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
439,1000439,Production,Production (Worker),Finishing,Tag Man
440,1000440,Production,Production (Worker),Quality,Quality Inspector
441,1000441,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
442,1000442,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
443,1000443,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
444,1000444,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
445,1000445,Production,Production (Worker),Line-C,Sewing Mc.Operator
446,1000446,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
447,1000447,Production,Production (Worker),Line-C,G.Sw.Mc.Operator
448,1000448,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
449,1000449,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
450,1000450,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
451,1000451,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
452,1000452,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
453,1000453,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
454,1000454,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
455,1000455,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
456,1000456,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
457,1000457,Production,Production (Worker),Finishing,Finishing Folder
458,1000458,Production,Production (Staff),Finishing  Staff,Fin.Asst.Supervisor
459,1000459,Production,Production (Worker),Finishing,Asst. Wash Co-Ordinator
460,1000460,Human Resource,Human Resource,General,Peon
461,1000461,Production,Production (Staff),Quality  Staff,A.Q.C
462,1000462,Production,Production (Worker),Quality,Quality Inspector
463,1000463,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
464,1000464,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
465,1000465,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
466,1000466,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
467,1000467,Production,Production (Worker),Cutting,Cutting Assistant
468,1000468,Production,Production (Worker),Cutting,Cutting Assistant
469,1000469,Production,Production (Worker),Cutting,Cutting Assistant
470,1000470,Production,Production (Worker),Cutting,Cutting Assistant
471,1000471,Production,Production (Worker),Cutting,Cutting Assistant
472,1000472,Production,Production (Worker),Quality,Quality Inspector
473,1000473,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
474,1000474,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
475,1000475,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
476,1000476,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
477,1000477,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
478,1000478,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
479,1000479,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
480,1000480,Production,Production (Worker),Finishing,Jr. Packing Man
481,1000481,Production,Production (Worker),Quality,Quality Inspector
482,1000482,Human Resource,Human Resource,Admin,Welfare Officer
483,1000483,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
484,1000484,Production,Production (Worker),Line-E,Sewing Mc.Operator
485,1000485,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
486,1000486,Production,Production (Worker),Finishing,Jr.Operator
487,1000487,Human Resource,Human Resource,General,Cleaner
488,1000488,Production,Production (Staff),Cutting Staff,Pattern Master
489,1000489,Production,Production (Worker),Quality,Quality Inspector
490,1000490,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
491,1000491,Production,Production (Worker),Finishing,Jr.Packer
492,1000492,Production,Production (Worker),Finishing,Gr.Finishing Operator
493,1000493,Production,Production (Worker),Quality,Quality Inspector
494,1000494,Production,Production (Worker),Finishing,Folder Man
495,1000495,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
496,1000496,Human Resource,Human Resource,General,Labour
497,1000497,Production,Production (Worker),Quality,Quality Inspector
498,1000498,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
499,1000499,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
500,1000500,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
501,1000501,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
502,1000502,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
503,1000503,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
504,1000504,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
505,1000505,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
506,1000506,Production,Production (Worker),Finishing,Finishing Folder
507,1000507,Production,Production (Worker),Finishing,Poly Man
508,1000508,Production,Production (Worker),Finishing,Jr.Folder
509,1000509,Human Resource,Human Resource,General,Labour
510,1000510,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
511,1000511,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
512,1000512,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
513,1000513,Human Resource,Human Resource,General,Cleaner
514,1000514,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
515,1000515,Production,Production (Worker),Line-A,Sewing Mc.Operator
516,1000516,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
517,1000517,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
518,1000518,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
519,1000519,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
520,1000520,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
521,1000521,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
522,1000522,Production,Production (Worker),Cutting,Cutting Assistant
523,1000523,Production,Production (Worker),Cutting,Jr.Lay Man
524,1000524,Production,Production (Worker),Cutting,Cutting Assistant
525,1000525,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
526,1000526,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
527,1000527,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
528,1000528,Production,Production (Worker),Line-D,Jr.Operator
529,1000529,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
530,1000530,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
531,1000531,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
532,1000532,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
533,1000533,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
534,1000534,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
535,1000535,Production,Production (Worker),Finishing,Finishing Quality Ins.
536,1000536,Production,Production (Worker),Finishing,Finishing Quality Ins.
537,1000537,Production,Production (Worker),Finishing,Jr.Fini. Iron Man
538,1000538,Production,Production (Worker),Finishing,Finishing Assistant
539,1000539,Production,Production (Worker),Finishing,Jr.Fini. Iron Man
540,1000540,Production,Production (Worker),Finishing,Finishing Assistant
541,1000541,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
542,1000542,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
543,1000543,Human Resource,Human Resource,General,Labour
544,1000544,Production,Production (Worker),Quality,Quality Inspector
545,1000545,Production,Production (Worker),Quality,Quality Inspector
546,1000546,Production,Production (Worker),Quality,Quality Inspector
547,1000547,Production,Production (Worker),Quality,Quality Inspector
548,1000548,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
549,1000549,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
550,1000550,Production,Production (Worker),Line-F,G.Sw.Mc.Operator
551,1000551,Human Resource,Human Resource,Admin,Medical Officer
552,1000552,Production,Production (Worker),Quality,Quality Inspector
553,1000553,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
554,1000554,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
555,1000555,Production,Production (Worker),Line-C,G.Sw.Mc.Operator
556,1000556,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
557,1000557,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
558,1000558,Production,Production (Worker),Finishing,Jr.Packer
559,1000559,Human Resource,Human Resource,General,Cleaner
560,1000560,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
561,1000561,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
562,1000562,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
563,1000563,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
564,1000564,Production,Production (Worker),Finishing,Finishing Quality Ins.
565,1000565,Human Resource,Human Resource,Admin,Admin. Executive
566,1000566,Production,Production (Worker),Line-A,Sewing Mc.Operator
567,1000567,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
568,1000568,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
569,1000569,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
570,1000570,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
571,1000571,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
572,1000572,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
573,1000573,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
574,1000574,Production,Production (Staff),Quality  Staff,A.Q.C
575,1000575,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
576,1000576,Production,Production (Worker),Finishing,Jr.Packer
577,1000577,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
578,1000578,Production,Production (Worker),Quality,Quality Inspector
579,1000579,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
580,1000580,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
581,1000581,Human Resource,Human Resource,General,Cleaner
582,1000582,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
583,1000583,Production,Production (Staff),Mechanic Staff,Maint. Assistant
584,1000584,Production,Production (Worker),Finishing,Finishing Quality Ins.
585,1000585,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
586,1000586,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
587,1000587,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
588,1000588,Production,Production (Worker),Finishing,Finishing Quality Ins.
589,1000589,Human Resource,Human Resource,General,Labour
590,1000590,Production,Production (Worker),Line-B,G.Sw.Mc.Operator
591,1000591,Production,Production (Worker),Finishing,Jr.Finishing Operator
592,1000592,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
593,1000593,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
594,1000594,Production,Production (Worker),Line-A,Sewing Mc.Operator
595,1000595,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
596,1000596,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
597,1000597,Industrial Engineer,Industrial Engineer,Industrial Engineer,I.E.Executive
598,1000598,Production,Production (Worker),Line-B,Operator
599,1000599,Production,Production (Worker),Finishing,Jr.Finishing Operator
600,1000600,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
601,1000601,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
602,1000602,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
603,1000603,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
604,1000604,Human Resource,Human Resource,General,Cleaner
605,1000605,Production,Production (Worker),Line-B,G.Sw.Mc.Operator
606,1000606,Production,Production (Worker),Line-C,Sewing Mc.Operator
607,1000607,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
608,1000608,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
609,1000609,Production,Production (Worker),Finishing,Finishing Assistant
610,1000610,Production,Production (Worker),Finishing,Jr.Finishing Operator
611,1000611,Production,Production (Worker),Finishing,Finishing Folder
612,1000612,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
613,1000613,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
614,1000614,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
615,1000615,Production,Production (Worker),Line-B,G.Sw.Mc.Operator
616,1000616,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
617,1000617,Production,Production (Worker),Finishing,Jr.Finishing Operator
618,1000618,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
619,1000619,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
620,1000620,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
621,1000621,Production,Production (Worker),Finishing,Finishing Quality Ins.
622,1000622,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
623,1000623,Production,Production (Worker),Finishing,Finishing Folder
624,1000624,Production,Production (Worker),Finishing,Finishing Quality Ins.
625,1000625,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
626,1000626,Production,Production (Worker),Finishing,Thread Sucker Operator
627,1000627,Production,Production (Worker),Finishing,Jr.Fini. Iron Man
628,1000628,Production,Production (Worker),Finishing,Jr.Iron Man
629,1000629,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
630,1000630,Production,Production (Worker),Line-C,G.Sw.Mc.Operator
631,1000631,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
632,1000632,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
633,1000633,Production,Production (Worker),Finishing,Jr.Fini. Iron Man
634,1000634,Production,Production (Worker),Finishing,Jr.Fini. Iron Man
635,1000635,Production,Production (Worker),Line-F,G.Sw.Mc.Operator
636,1000636,Production,Production (Worker),Quality,Quality Inspector
637,1000637,Production,Production (Worker),Quality,Quality Inspector
638,1000638,Production,Production (Worker),Cutting,Cutting Assistant
639,1000639,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
640,1000640,Production,Production (Staff),Mechanic Staff,Maint. Assistant
641,1000641,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
642,1000642,Production,Production (Worker),Line-E,Sewing Mc.Operator
643,1000643,Production,Production (Staff),Cutting Staff,Cut. Supervisor
644,1000644,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
645,1000645,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
646,1000646,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
647,1000647,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
648,1000648,Production,Production (Staff),Sewing Staff,Floor Incharge
649,1000649,Production,Production (Staff),Finishing  Staff,Fin. Supervisor
650,1000650,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
651,1000651,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
652,1000652,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
653,1000653,Production,Production (Worker),Finishing,Finishing Quality Ins.
